,id,Book_Name,Writer_Name,Category,Rating,Review,Site,sentiment,label,Book_name_without_spaces
573,73911, টু পয়েন্ট টু ফাইভ (হার্ডকভার)     , তাহমিনা জাফর কল্পনা ," রহস্য, গোয়েন্দা, ভৌতিক, মিথ, থ্রিলার, ও অ্যাডভেঞ্চার: অনুবাদ ",1,ভাল লাগেনি,Rokomari,negative,0,টুপয়েন্টটুফাইভ(হার্ডকভার)
574,138050, শীতল রক্তপথ (হার্ডকভার)     , সাকিব রায়হান , থ্রিলার ,1,দেশের নতুন লেখকের সিরিয়াল কিলার সম্পর্কে লেখা বই আগ্রহ নিয়ে পড়তে শুরু করেছিলাম। সিরিয়াল কিলিং নিয়ে সারা পৃথিবী ব্যাপি অনেক বই লেখা হয়েছে; যার কিছু স্থান করে নিয়েছে সর্বকালের সর্ব শ্রেষ্ঠ মার্ডার মিস্ট্রি থ্রিলারের ঘরে। তাই এই সংক্রান্ত বই পড়তে গেলেই তুলনা,Rokomari,negative,0,শীতলরক্তপথ(হার্ডকভার)
575,49673," Answer Book,10001 Fast Facts About our World (Hardcover)     ", Crispin Boyer , Foreign Language Books: Children & Teens non-fiction Books ,1,ভুল তথ্য !!,Rokomari,negative,0,"AnswerBook,10001FastFactsAboutourWorld(Hardcover)"
576,100352, আবুল মনসুর আহমদের চিন্তাধারা (হার্ডকভার)  , মিজানুর রহমান ," সাহিত্যিক, শিল্প ও সংগীত ব্যক্তিত্ব ",1,অকেজো,Rokomari,negative,0,আবুলমনসুরআহমদেরচিন্তাধারা(হার্ডকভার)
577,70475, ৬০০ টাকায় ডেল কার্নেগীর জনপ্রিয় ৭টি বই     , ডেল কার্নেগী , অনুবাদ: আত্ম-উন্নয়ন ও মেডিটেশন ,1,ফটোকপি বই।। জঘণ্য কোয়ালিটি,Rokomari,negative,0,৬০০টাকায়ডেলকার্নেগীরজনপ্রিয়৭টিবই
578,6637, ভয়ংকর পাতালঘর (হার্ডকভার)  , অরুণ কুমার বিশ্বাস ," শিশু-কিশোর: রহস্য, গোয়েন্দা, ভৌতিক, থ্রিলার ও অ্যাডভেঞ্চার ",1,"চরম ফালতু একটা বই, প্রথম বের হইছিল ২০০৮ এ জাগৃতি প্রকাশনী থেকে।হরর, থ্রিলারের কচুও লিখতে পারে না, পুরাই জঘন্য একটা উপন্যাস।আমার পুরাটা টাকাই জলে গেছে... কেউ টাকা নষ্ট করতে চাইলে কিনতে পারেন। ",Rokomari,negative,0,ভয়ংকরপাতালঘর(হার্ডকভার)
579,33083, ১০১ স্টাডি টিপস (হার্ডকভার)     , আশ্রাফ আন নূর , শিশু-কিশোর: রেফারেন্স ও আত্মউন্নয়নমূলক বই ,1,"প্রায় দেখা যায় শিক্ষার্থীরা গৎবাঁধা পড়াশোনা করে, অথচ পাশের একজন কৌশলী শিক্ষার্থী একটু মস্তিস্ক খাটিয়ে; অতি সুন্দর ভাবে ভিন্ন উপায়ে কাজগুলো করে খুব অল্প সময়ে সফল হয়। অনেকে পড়তে গিয়ে অল্প সময়ে অধিক পড়া মেকআপ করতে পারে।আবার অনেকে তা নির্দিষ্ট সময়ে সম্পন্ন  ক",Rokomari,negative,0,১০১স্টাডিটিপস(হার্ডকভার)
580,131272, গ্রামবাংলার রঙ্গগল্প  , শামসুজ্জামান খান , রম্য গল্প ,1,"সম্পাদনার অভাব আছে। বানান ভুল, অসংলগ্ন বাক্য ইত্যাদি!",Rokomari,negative,0,গ্রামবাংলাররঙ্গগল্প
581,117961, জীবন মৃত্যু পায়ের ভৃত্য (হার্ডকভার)     , মোফাজ্জল করিম , বিবিধ বিষয়ক প্রবন্ধ ,1,ঠিক আছে,Rokomari,negative,0,জীবনমৃত্যুপায়েরভৃত্য(হার্ডকভার)
582,5286, ভাল্লাগে না (হার্ডকভার)     , আয়মান সাদিক , ছাত্রজীবন উন্নয়ন ,1,"ভাল্লাগে না বই টা আসলেই ভাল লাগে নাই। মনে হল কিছু motivation দিছে, as if... ""এই নে ধর ভাত খা, ভাত খেলে শক্তি পাবি""।",Rokomari,negative,0,ভাল্লাগেনা(হার্ডকভার)
583,42594, শর্ট টেকনিক ফিজিক্স (পেপারব্যাক)     , এম. এ. আর. তালুকদার , বিজ্ঞান বিভাগ ভর্তি প্রস্তুতি ,1,পুরাই ফাউল মার্ক :| :|,Rokomari,negative,0,শর্টটেকনিকফিজিক্স(পেপারব্যাক)
584,851, তাফসীরে তাওযীহুল কুরআন (তৃতীয় খণ্ড) (হার্ডকভার)     , (شيخ الاسلام مفتي محمد تقي عثماني) শাইখুল ইসলাম মুফতী মুহাম্মদ তকী উসমানী , তাফসীর ,1,অতি সংক্ষিপ্ত তাফসির! ,Rokomari,negative,0,তাফসীরেতাওযীহুলকুরআন(তৃতীয়খণ্ড)(হার্ডকভার)
585,80697, নির্বাচিত নজরুলসংগীত স্বরলিপি (পেপারব্যাক)     , নীলুফার ইয়াসমিন (সম্পাদক) , স্বরলিপি ,1,ঠিক আছে,Rokomari,negative,0,নির্বাচিতনজরুলসংগীতস্বরলিপি(পেপারব্যাক)
586,48869, আধুনিক প্রযুক্তিতে মাছ চাষ (বায়োফ্লক প্রযুক্তিতে মাছ চাষসহ) (হার্ডকভার)     , কৃষিবিদ মোঃ লতিফুর রহমান সুজন , মৎস্য চাষ ,1,সাদাকালো বই এতো দাম?,Rokomari,negative,0,আধুনিকপ্রযুক্তিতেমাছচাষ(বায়োফ্লকপ্রযুক্তিতেমাছচাষসহ)(হার্ডকভার)
587,71782, সাউন্ড অব থান্ডার     , তানভীর ইকবাল (অনুবাদক) , অনুবাদ সায়েন্স ফিকশন ,1,যত সব ফালতু রাইটার,Rokomari,negative,0,সাউন্ডঅবথান্ডার
588,7272, বিশ্বের সেরা রহস্য উপন্যাস : ১৮ দ্য পয়জন চকলেট কেস (হার্ডকভার)     , অ্যান্থনি বাকলে ," রহস্য, গোয়েন্দা, ভৌতিক, মিথ, থ্রিলার, ও অ্যাডভেঞ্চার: অনুবাদ ",1,মাত্রাতিরিক্ত বাজে অনুবাদ ..............................। ,Rokomari,negative,0,বিশ্বেরসেরারহস্যউপন্যাস:১৮দ্যপয়জনচকলেটকেস(হার্ডকভার)
589,125361, পেশা যখন বিক্রয় সাফল্যের সাত-সতেরো (হার্ডকভার)     , রাজিব আহমেদ ," ব্র্যান্ডিং, মার্কেটিং ও সেলিং ",1,মাঝারি লেখা,Rokomari,negative,0,পেশাযখনবিক্রয়সাফল্যেরসাত-সতেরো(হার্ডকভার)
590,144759, বারমুডা ট্রাঙ্গেল ও এলিয়ান রহস্য (হার্ডকভার)     , সৌমেন সাহা , মহাকাশ বিজ্ঞান ও জ্যোতির্বিদ্যা ,1,গাঁজাখুরি কথাবার্তা,Rokomari,negative,0,বারমুডাট্রাঙ্গেলওএলিয়ানরহস্য(হার্ডকভার)
591,142771, নিষিদ্ধ-অনিষিদ্ধ : বারবনিতাদের জীবন কথা  , সুরমা জাহিদ , জীবনী ও স্মৃতিচারণ: বিবিধ ,1,আমি এটিতে কোনও গবেষণা খুঁজে পাইনি যদিও লেখক বলেছিলেন যে এটি তার গবেষণার কাজ। লেখক গল্পটি এতক্ষণ ধরে কোনও কারণ ছাড়াই কোনও কারণ ছাড়াই কল করেছেন তাই সাক্ষাত্কারটি লিখেছেন।আমি মনে করি এই বইটি কেনার জন্য আমার অর্থ ফেরত দেওয়া উচিত এবং আমার মূল্যবান সময় প্রচ,Rokomari,negative,0,নিষিদ্ধ-অনিষিদ্ধ:বারবনিতাদেরজীবনকথা
592,29595, বাংলা ১ম পত্র (বহুনির্বাচনি ও রচনামূলক) - দাখিল পরীক্ষা-২০২৩  পরীক্ষাপ্রস্তুতি সিরিজ (এক্সক্লুসিভ সাজেশন টিউটোরিয়াল এগজাম ও মডেল টেস্টসমৃদ্ধ)   , আল ফাতাহ পাবলিকেশন্স (সম্পাদক) , দাখিল: নবম-দশম শ্রেণি ,1,ভাল,Rokomari,negative,0,বাংলা১মপত্র(বহুনির্বাচনিওরচনামূলক)-দাখিলপরীক্ষা-২০২৩পরীক্ষাপ্রস্তুতিসিরিজ(এক্সক্লুসিভসাজেশনটিউটোরিয়ালএগজামওমডেলটেস্টসমৃদ্ধ)
593,95547, জান্নাতী হুর কেমন হবে? (হার্ডকভার)     , মাওলানা তারিক জামিল ," মৃত্যু, পরকাল ও জান্নাত-জাহান্নাম ",1,আপনি যদি জিজ্ঞাসা করেন সেরা না।,Rokomari,negative,0,জান্নাতীহুরকেমনহবে?(হার্ডকভার)
594,70022, আলিবাবা : দ্য হাউজ দ্যাট জ্যাক মা বিল্ট     , ডানকান ক্লার্ক , উদ্যোক্তা ও ব্যবসায়িক ব্যক্তিত্ব ,1,"অনুবাদ একটুও ভালো লাগে নাই, মনে হতেছিলো গুগল ট্রান্সলেট দিয়ে ট্রান্সলেট করে দিয়ে দিয়েছে। ",Rokomari,negative,0,আলিবাবা:দ্যহাউজদ্যাটজ্যাকমাবিল্ট
595,127799, ভূত এফ এম : ১৩ নম্বর অশুভ সংকেত     , রেডিও ফুর্তি (সম্পাদক) , অতিপ্রাকৃত ও ভৌতিক ,1,আমি এই বই তা পুরচাষে করার জন্য অর্ডার দিয়েছি কিন্তু ইরদের তা এখনো প্রসেসিং দেখাচ্চীটা কখোন অপপ্রভেদ হবে?,Rokomari,negative,0,ভূতএফএম:১৩নম্বরঅশুভসংকেত
596,41341, কিউএনএ গ্রাফ এ টু জেড - For HSC     , এ.এস.এম আনাস ফেরদৌস , উচ্চ মাধ্যমিক কমন সাবজেক্ট ,1,ভালো না,Rokomari,negative,0,কিউএনএগ্রাফএটুজেড-ForHSC
597,84182,  চিরায়ত তড়িৎগতিবিদ্যা ৩য় বর্ষ (ঢাকা বিশ্ব ও অধিভুক্ত সাত (৭) কলেজ) (পেপারব্যাক)  ঢাকা বিশ্ববিদ্যালয় ও এর অধিভুক্ত সাত (৭) কলেজের পদার্থবিদ্যা বিভাগ সম্মান ৩য় বর্ষ শিক্ষার্থীদের জন্য।    , প্রফেসর এস. এম. মোকছেদ আলী , অনার্স ,1,একদম বাজে পেজ. প্রিন্ট কোয়ালিটি ও ভালোনা. এর থেকে বই ফটোকপি করে নিলেও বেটার আসে.,Rokomari,negative,0,চিরায়ততড়িৎগতিবিদ্যা৩য়বর্ষ(ঢাকাবিশ্বওঅধিভুক্তসাত(৭)কলেজ)(পেপারব্যাক)ঢাকাবিশ্ববিদ্যালয়ওএরঅধিভুক্তসাত(৭)কলেজেরপদার্থবিদ্যাবিভাগসম্মান৩য়বর্ষশিক্ষার্থীদেরজন্য।
598,131275, ক্রিকেট খেলার আইন-কানুন (হার্ডকভার)     , শামসুজ্জামান শামস , খেলার নিয়ম কানুন ,1,"ক্রিকেট খেলার আইন কানুন এর অপ্রাসঙ্গিক বিষয়ের বর্ণনাই বেশি, বইয়ের নাম পরিবর্তনের অনুরোধ রাখছি। রেটিং ০।",Rokomari,negative,0,ক্রিকেটখেলারআইন-কানুন(হার্ডকভার)
599,104480, বঙ্গবন্ধুর জন্ম শত বর্ষ উপলক্ষে মুনশী শাহাবুদ্দীন আহমেদ এর ৫ টি বই (হার্ডকভার)     , মুনশী শাহাবুদ্দীন আহমেদ , জীবনী ও স্মৃতিচারণ কালেকশন ,1,আমার দেখা সবচেয়ে বাজে বইগুলোর একটা।।।,Rokomari,negative,0,বঙ্গবন্ধুরজন্মশতবর্ষউপলক্ষেমুনশীশাহাবুদ্দীনআহমেদএর৫টিবই(হার্ডকভার)
600,44798, অপ্রকাশিত স্টিভ জবস ম্যানেজমেন্ট সিক্রেটস অব ওয়ারেন বাফেট ব্যাকবেঞ্চারস সফল যারা (হার্ডকভার)  , ওয়ারেন বাফেট ," ব্যবসায়ি, উদ্যোক্তা ও অর্থনৈতিক ব্যক্তিত্ব ",1,999tk বর্জ্য।বইগুলিতে প্রদত্ত সমস্ত তথ্য খুব সংক্ষিপ্ত এবং আমরা উইকিপিডিয়ায় সেগুলি বিনামূল্যে পড়তে পারি My আমার 999 টি এর বিবরণ:@,Rokomari,negative,0,অপ্রকাশিতস্টিভজবসম্যানেজমেন্টসিক্রেটসঅবওয়ারেনবাফেটব্যাকবেঞ্চারসসফলযারা(হার্ডকভার)
601,92553, দ্য পাওয়ার অভ সেলফ কনফিডেন্স (হার্ডকভার)     , ব্রায়ান ট্রেসি , অনুবাদ: আত্ম-উন্নয়ন ও মেডিটেশন ,1,অনুবাদ খুব খারাপ।এটি পড়া এবং বোঝা খুব কঠিন,Rokomari,negative,0,দ্যপাওয়ারঅভসেলফকনফিডেন্স(হার্ডকভার)
602,80462, আবার একটা ফুঁ দিয়ে দাও (হার্ডকভার)  , নির্মলেন্দু গুণ , বাংলা কবিতা ,1,দম ফাটানো বাজে গল্প। এত বাজে বই বাজারে পাওয়া যায়!!,Rokomari,negative,0,আবারএকটাফুঁদিয়েদাও(হার্ডকভার)
603,113576, আধুনিক পদ্ধতিতে মাছের পোনা উৎপাদন ও পরিচর্যা (হার্ডকভার)     , মোঃ কামাল হোসেন , মৎস্য চাষ ,1,এই বইটি কেউ কিনে প্রতারিত হবে না এই বইটিতে ডিটেইলস কোন তথ্য নাই আফসারা তথ্য দিয়ে রেখেছে এই বইটি বেচার ধান্দা করে রেখেছে। লেখক এর কোন পরিচিতি নাই লেখক আসলে শিক্ষিত কি এ বিষয়ে  লেখাপড়া করেছে তার কোন তথ্য নাই।  ,Rokomari,negative,0,আধুনিকপদ্ধতিতেমাছেরপোনাউৎপাদনওপরিচর্যা(হার্ডকভার)
604,133928, ঢাকা বিশ্ববিদ্যালয় : অ-সুখ ও প্রতিকার কিংবা আলিফ লাইলা (হার্ডকভার)     , শিশির ভট্টাচার্য্য , শিক্ষা বিষয়ক ,1,ভালো না,Rokomari,negative,0,ঢাকাবিশ্ববিদ্যালয়:অ-সুখওপ্রতিকারকিংবাআলিফলাইলা(হার্ডকভার)
605,92025, মহাভারতের পথে এক (হার্ডকভার)     , বুলবুল সরওয়ার , ভারত ভ্রমণ ,1,খুব ভাল নয়। বই লেখক নিজের সম্পর্কে বর্ণনা করেছেন। তিনি তাঁর যে জায়গাগুলি পরিদর্শন করেছেন সেগুলি বর্ণনা করেননি Book বইটি একটি উপন্যাস হওয়া উচিত no একটি ভ্রমণ বই নয় et দেখার সময় গল্পগুলি সম্পর্কে তিনি বর্ণনা করেছেন। এটিতে কিছু অপ্রাসঙ্গিক শব্দও রয়েছে।,Rokomari,negative,0,মহাভারতেরপথেএক(হার্ডকভার)
606,131230, মেডিকেলে পড়ার দিনগুলো (হার্ডকভার)     , শামছুন নাহার , ডায়েরি ও চিঠিপত্র সংকলন ,1,শুধু প্রেম কাহিনী,Rokomari,negative,0,মেডিকেলেপড়ারদিনগুলো(হার্ডকভার)
607,85276, প্রেতছায়া (হার্ডকভার)  , প্রিন্স আশরাফ , অতিপ্রাকৃত ও ভৌতিক ,1,"কথায় আছে, ন্যাড়া নাকি বেলতলায় একবারের বেশি যায় না। মুশকিল হল, সুকুমার রায়ের কবিতায় জানা গেছিল যে ন্যাড়া বেলতলায় খেলতে যায় একেবারে রেগুলার বেসিসে। প্রিন্স আশরাফ এর বইয়ের পেছনে একগাদা নগদবিদায় করে ফেলেছিলাম ভয়ে-ভয়ে গতকাল সেটি পড়তে গিয়ে টের পেলাম, আবার মাথা ",Rokomari,negative,0,প্রেতছায়া(হার্ডকভার)
608,153256,দ্য কম্পাউন্ড এফেক্ট,ড্যারেন হার্ডি,আত্ম উন্নয়ন ও মোটিভেশন,1,খুবি বাজে অনুবাদ।,WafiLife,negative,0,দ্যকম্পাউন্ডএফেক্ট
609,144184, Remember Me (Paperback)     , Sophie Kinsella , Foreign Language Books: Novel ,1,"গল্পটি ভালভাবে শুরু হয়েছিল।এটি ""দ্য ব্রত"" এর সাথে কিছুটা মিল মনে হয়েছিল তবে একরকমও আলাদা।তবে আমি পড়তে চলতে প্লটটি মেসিয়ার পেতে শুরু করে।এটি এখানে, সেখানে এবং সর্বত্র ছিল।প্লট বা চরিত্রগুলি বিকশিত হয়নি।প্রধান চরিত্রগুলির মধ্যে তাদের মধ্যে শূন্য রসায়ন",Rokomari,negative,0,RememberMe(Paperback)
610,99767, সৌরজগৎ ও আমাদের পৃথিবী (হার্ডকভার)  , মাহবুবুর রহমান শাহীন , মহাকাশ বিজ্ঞান ও জ্যোতির্বিদ্যা ,1,বইয়ের সাইজের একটা ব্যাপার থাকে। এটা কোন ধরনের ফালতু সাইজের বই। বই পড়ার পর তা দিয়ে মানুষ ঝালমুড়ি খায় না... সেল্ফে রাখে। এটা কোন ধরনের সাইজের বই...,Rokomari,negative,0,সৌরজগৎওআমাদেরপৃথিবী(হার্ডকভার)
611,59698, এক্সক্যাভেশন (হার্ডকভার)     , জেমস রলিন্স ," রহস্য, গোয়েন্দা, ভৌতিক, মিথ, থ্রিলার, ও অ্যাডভেঞ্চার: অনুবাদ ",1,"ভয়াবহ অনুবাদ, আমাজনিয়ার পর অনেক আশা নিয়ে বইটা শুরু করেছিলাম। পড়া শেষে বিক্রি করে দিতে বাধ্য হয়েছি। প্রচুর বানান ভুল তো রয়েছেই। রোদেলা থেকে আরও চমৎকার, মানম্পন্ন অনুবাদ বেরিয়েছে, যাদের মধ্যে এই বইকে কোনমতেই ফেলা যায় না।       রোলিন্সের সাথে ২য় যাত্রা সুখকর",Rokomari,negative,0,এক্সক্যাভেশন(হার্ডকভার)
612,42304, বন্ধু তুই কি জানিস?  , এম আর ফারজানা , বাংলা কবিতা ,1,খারাপ,Rokomari,negative,0,বন্ধুতুইকিজানিস?
613,82628, ভেরোনিকা ডিসাইডস টু ডাই (হার্ডকভার)     , পাওলো কোয়েলহো , অনুবাদ উপন্যাস ,1,"'ফ্ল্যাপে লেখা কিছু কথা' পড়ে অনেকেরই বইটি কেনার আগ্রহ জাগবে, কিন্তু কেনার পরে বুঝবেন আমরা টাকা জলে নয়, অথৈ সাগরে পড়েছে। অনুবাদক পুরোপুরি আক্ষরিক অনুবাদ করে পাওলো কোয়েলোকে যাচ্ছেতাই অপমান করেছেন। অযথা কঠিন ভাষার প্রয়োগ করার এতো শখ যদি থাকে, সেটা নিজের মৌলি",Rokomari,negative,0,ভেরোনিকাডিসাইডসটুডাই(হার্ডকভার)
614,139498, বিশ্বের সেরা ভূতের গল্পসমগ্র (হার্ডকভার)     , সাদিকুর রহমান সোহাগ (সম্পাদক) , অতিপ্রাকৃত ও ভৌতিক ,1,খুব খারাপ প্রকাশনা।অনেক গল্প অসম্পূর্ণ।খারাপ চুক্তি ..,Rokomari,negative,0,বিশ্বেরসেরাভূতেরগল্পসমগ্র(হার্ডকভার)
615,58786, হোয়াইট ফ্যাং (হার্ডকভার)  , জ্যাক লন্ডন , বয়স যখন ১২-১৭: উপন্যাস ,1,call of the wild এর অনুবাদ করেন White fang নাম দিয়ে রাখসে। Don't buy it!,Rokomari,negative,0,হোয়াইটফ্যাং(হার্ডকভার)
616,89780, হেরযে সোলায়মানী (হার্ডকভার)  তাবিজের কিতাব   , মাওলানা খাজা আশরাফ আলী সাহেব , ইসলামি বিবিধ বই ,1,নকল বই,Rokomari,negative,0,হেরযেসোলায়মানী(হার্ডকভার)তাবিজেরকিতাব
617,85246, হিমালয় ভ্রমণ গাইড (হার্ডকভার)     , প্রাণেশ চক্রবর্তী , ট্রাভেল গাইড: বহির্বিশ্ব ,1,2/10,Rokomari,negative,0,হিমালয়ভ্রমণগাইড(হার্ডকভার)
618,47663," গুগল প্রাথমিক/প্রাক-প্রাথমিক সহকারী শিক্ষক নিয়োগ কুইক প্রিপারেশন (পেপারব্যাক)  সাজেশন্স, সলিউশন, মডেল টেস্ট   ", কারেন্ট পাবলিশার্স (সম্পাদক) , প্রাথমিক শিক্ষক নিয়োগ পরীক্ষা ,1,"খুব বাজে একটি প্রকাশনা, পুরানো বই এর উপর নতুন কভার লাগিয়ে বইটি প্রকাশ করে লোকদের ঠকাচ্ছে। তবে রকমারিকে আরও সজাগ থাকা উচৎ। ",Rokomari,negative,0,"গুগলপ্রাথমিক/প্রাক-প্রাথমিকসহকারীশিক্ষকনিয়োগকুইকপ্রিপারেশন(পেপারব্যাক)সাজেশন্স,সলিউশন,মডেলটেস্ট"
619,85564," বিজয় গুচ্ছ স্পেশাল প্রশ্নব্যাংক, সাজেশন ও মডেল টেস্ট (শর্ট সিলেবাস ২০২২, নতুন মানবন্টনে রচিত) - বানিজ্য বিভাগ (পেপারব্যাক)  ( ইউনিভার্সিটি এডমিশন প্ল্যানার বুক ফ্রি)    ", প্লাজমিড প্লাস পাবলিকেশন্স (সম্পাদক) , ব্যবসায় শিক্ষা ভর্তি প্রস্তুতি ,1,বই হিসেবে মূল্য অনেক বেশী এবং ডেইলি প্ল্যানর ইউজলেস। ,Rokomari,negative,0,"বিজয়গুচ্ছস্পেশালপ্রশ্নব্যাংক,সাজেশনওমডেলটেস্ট(শর্টসিলেবাস২০২২,নতুনমানবন্টনেরচিত)-বানিজ্যবিভাগ(পেপারব্যাক)(ইউনিভার্সিটিএডমিশনপ্ল্যানারবুকফ্রি)"
620,133739, মৃত্যু দিয়ে ভরা চাঁদ (হার্ডকভার)     , শাহেদ জামান , সমকালীন উপন্যাস ,1,এবার মেলা থেকে কেনা সব থেকে ফালতু একটা বই। ,Rokomari,negative,0,মৃত্যুদিয়েভরাচাঁদ(হার্ডকভার)
621,31528, রাসুলুল্লাহ (স) এর নামায (১ম ও ২য় খণ্ড একত্রে) (হার্ডকভার)     , আল্লামা মুহাম্মদ নাসীরুদ্দীন আলবানী (রহঃ) , সালাত/নামায ,1,"আসসালামু আলাইকুম।ভাইয়েরা, বইটা নিঃসন্দেহে অবশ্যই পারফেক্ট একটা বই। কিন্তু এই প্রকাশনীর (মীনা বুক হাউস) অনুবাদকৃত এই বইটি প্লিজ কিনবেন না। কারণ এতে প্রচুর বানানে ভূল আছে। আরবী উচ্চারণেরও বাংলা সঠিকভাবে দেওয়া নেই। অনেক জায়গায় বিপরীত কথাও লিখা আছে মূল কপির চ",Rokomari,negative,0,রাসুলুল্লাহ(স)এরনামায(১মও২য়খণ্ডএকত্রে)(হার্ডকভার)
622,80439, অটিজম এবং প্রতিবন্ধী বন্ধুদের কথা (হার্ডকভার)     , নির্মল সরকার , শারীরিক ও মানসিক প্রতিবন্ধকতা ,1,বইটি এখনো পড়িনি। কিন্তু বইটি হাতে পেয়ে আমি হতাশ। এই দামের একটি বইয়ের প্রিণ্টিং কোয়ালিটি খবরের কাগজের মত নিম্নমানের। যা সামনা সামনি দেখলে আমি অবশ্যই কিনতাম না।  ,Rokomari,negative,0,অটিজমএবংপ্রতিবন্ধীবন্ধুদেরকথা(হার্ডকভার)
623,53374, ব্যাংকিং ডিপ্লোমা সিরিজ ২য় পত্র  DAIBB   , ছাত্রবন্ধু পাবলিকেশন্স , ব্যবসা ও বিনিয়োগ ,1,"Not good. ব‌ই প্রকাশ করতে হবে, করেছে। এদের সিরিজ গুলোই এমন লেগেছে।",Rokomari,negative,0,ব্যাংকিংডিপ্লোমাসিরিজ২য়পত্রDAIBB
624,71532, রিচ ড্যাড পুওর ড্যাড (হার্ডকভার)  ধনীরা কীভাবে অর্থ আবিস্কার করে   , রবার্ট টি. কিয়োসাকি , অনুবাদ: আত্ম-উন্নয়ন ও মেডিটেশন ,1,আমার পড়া অন্যতম জঘন্য অনুবাদ,Rokomari,negative,0,রিচড্যাডপুওরড্যাড(হার্ডকভার)ধনীরাকীভাবেঅর্থআবিস্কারকরে
625,29885, রূহানী পাঞ্জেগানা অজিফা (পেপারব্যাক)     , আল-এছহাক প্রকাশনী (সম্পাদক) ," Dua, Dorud and Zikr ",1,"জাল ও যয়ীফ হাদিসের পরিমান খুব বেশী...দুয়াগুলোও সহীহ নয়, অনেকগুলোই বানোয়াট... মুসলিমদের সাবধান থাকা উচিৎ...",Rokomari,negative,0,রূহানীপাঞ্জেগানাঅজিফা(পেপারব্যাক)
626,144182, তারকাদের মজার রান্নার অজানা গল্প (হার্ডকভার)     , সোনিয়া রহমান , দেশি রেসিপি ,1,অযোগ্য দামের পরিমাণ।,Rokomari,negative,0,তারকাদেরমজাররান্নারঅজানাগল্প(হার্ডকভার)
627,86031, স্মার্ট ফ্রিহ্যান্ড রাইটিং (পেপারব্যাক)  রিটেন ইংলিশে দক্ষ হওয়ার অভিনব কৌশল নিয়ে রচিত….   , ফরিদ আহমেদ ," Reading, Listening and Writing English ",1,গুজ,Rokomari,negative,0,স্মার্টফ্রিহ্যান্ডরাইটিং(পেপারব্যাক)রিটেনইংলিশেদক্ষহওয়ারঅভিনবকৌশলনিয়েরচিত….
628,145272, খুৎবায়ে ছালেহিয়াহ্‌ (বার চাঁদের খুৎবাহ)  , হযরত মাওলানা শাহ মুহাম্মদ মোহিববুল্লাহ ," Daoyat, Tabligue, Lecture & Speeches ",1,আশ্চর্য পূর্ণ একে বই,Rokomari,negative,0,খুৎবায়েছালেহিয়াহ্‌(বারচাঁদেরখুৎবাহ)
629,78384, বাজিকর (হার্ডকভার)     , নাবিল মুহতাসিম , থ্রিলার ,1,লেখক ও পাঠকের মধ্যে মিল আর পার্থক্য কোথায়? আমার কাছে লেখক ও পাঠকের মধ্যে সবচাইতে বড় মিল হচ্ছে উভয় প্রজাতির মানুষ প্রচুর পরিমাণে বিভিন্ন ধরণের বই পড়ে। আমার কাছে তারা হচ্ছেন বই খাদক। বই পড়াতে কোন মতেই তারা পরিশ্রান্ত হন না। আর পার্থক্য হচ্ছে লেখক তার স্বপ্ন,Rokomari,negative,0,বাজিকর(হার্ডকভার)
630,49855, কমলাকান্ত (হার্ডকভার)  , বঙ্কিমচন্দ্র চট্টোপাধ্যায় , রম্য সাহিত্য ,1,আসলে বইটি এখনো পড়ি নাই,Rokomari,negative,0,কমলাকান্ত(হার্ডকভার)
631,82733, পাঞ্জেরী MCQ অ্যাসেসমেন্ট গাণিতিক যুক্তি (পেপারব্যাক)  ৪৪ তম বিসিএস পরীক্ষার জন্য    , পাঞ্জেরী সম্পাদনা পর্ষদ (সম্পাদক) , গাণিতিক যুক্তি ,1,বইটি যদি আরেকটু ব্যাখ্যাসহ প্রদান করা হতো তাহলে ভালো হতো কিন্তু বইটিতে শর্টকাট করা হয়েছে ,Rokomari,negative,0,পাঞ্জেরীMCQঅ্যাসেসমেন্টগাণিতিকযুক্তি(পেপারব্যাক)৪৪তমবিসিএসপরীক্ষারজন্য
632,36040, তালাকপ্রাপ্তা (হার্ডকভার)  , ইকবাল খন্দকার , সমকালীন উপন্যাস ,1,খারাপ বই কিনবেন না,Rokomari,negative,0,তালাকপ্রাপ্তা(হার্ডকভার)
633,11943, কালযন্ত্র (হার্ডকভার)  অতিপ্রাকৃত উপন্যাস   , আফজাল হোসেন (এল এল বি) , অতিপ্রাকৃত ও ভৌতিক উপন্যাস ,1,ভাল না.,Rokomari,negative,0,কালযন্ত্র(হার্ডকভার)অতিপ্রাকৃতউপন্যাস
634,96522, ফাজায়েলে ছাদাকাত   , মাওলানা মোঃ সাখাওয়াত উল্লাহ , ইসলামি আমল ও আমলের সহায়িকা ,1,"(১) ফাজায়েলে হজ্জ বইয়ের ২২৪ থেকে ২৩১ পৃষ্ঠা রাসুল (সাঃ) এর কবর থেকে সাহায্য চাওয়া এবং সাড়া দেওয়ার কয়েকটি ঘটনা আছে, যা বিশ্বাস করা ইমাম আবু হানিফা (রঃ) এর মতে শিরকে আকবর। (ইমাম আবু হানিফা, আল ফিকহ উল আকবর, পৃষ্ঠা ২০৩-২০৪, দুয়া, ডাকা বা প্রার্থনা অনুচ্ছেদ, ",Rokomari,negative,0,ফাজায়েলেছাদাকাত
